,Water_System_Number,Water_System_Name,County,City,Zip,Serverd_Populatiion,Service_Connections,Chemical_Detected_2013-2019,Chemical_Detected_Above_MCL_2013-2019,Chemical_Lead,Lead_Sample_Count_2018,Chemical_Arsenic,Arsenic_Sample_Count_2018,Chemical_Iron,Iron_Sample_Count_2018
620,1010035,DEL REY COMMUNITY SERV DIST,FRESNO,DEL REY,93616,1500,10.0,63,30.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
621,1010039,CARUTHERS COMM SERV DIST,FRESNO,CARUTHERS,93609,2503,6.0,144,96.0,Lead (Pb),0.0,Arsenic,14.0,Iron (Fe),0.0
622,1010042,MALAGA COUNTY WATER DISTRICT,FRESNO,FRESNO,93725,1200,510.0,441,48.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
623,1010044,"HURON, CITY OF",FRESNO,HURON,93234,7306,7.0,34,22.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
624,1010049,BIOLA COMMUNITY SERVICES DIST,FRESNO,BIOLA,93606,1623,300.0,44,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
625,1010051,FCWWD #18/FRIANT,FRESNO,FRIANT,93626,800,3.0,20,12.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
626,1010052,SIERRA CEDARS CSD,FRESNO,CLOVIS,93611,875,225.0,206,150.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
627,1010053,SHAVER LAKE HEIGHTS MWC,FRESNO,SANTA PAULA,93060,719,3.0,21,12.0,Lead (Pb),3.0,Arsenic,0.0,Iron (Fe),1.0
628,1010055,FCSA #47/QUAIL LAKE ESTATES,FRESNO,FRESNO,93722,1982,1.0,23,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
629,1010057,FRESNO CITY WASTEWATER PLANT,FRESNO,FRESNO,93706,165,18.0,81,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
630,1010060,FRESNO POLICE TRAINING FACILITY,FRESNO,FRESNO,93706,264,1.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
631,1010062,FCWWD #18/MIRA BELLA,FRESNO,FRIANT,93626,165,1.0,18,16.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),3.0
632,1010339,CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,FRESNO,93740,41000,158.0,43,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
633,1010501,NPS-GRANT GROVE,FRESNO,THREE RIVERS,93271,2950,25.0,7,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
634,1010800,CAL FIRE - MIRAMONTE CONSERVATION CAMP,FRESNO,MIRAMONTE,93641,100,1.0,34,20.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
635,1100203,ARTOIS COMMUNITY S.D.,GLENN,ARTOIS,95913,198,52.0,14,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
636,1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,GLENN,SACRAMENTO,95835,150,87.0,22,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
637,1100254,VOYLES TRAILER PARK,GLENN,RED BLUFF,96080,25,15.0,12,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
638,1100404,DEL ORO WC - BLACK BUTTE DISTRICT,GLENN,CHICO,95927,284,86.0,8,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
639,1100405,BLACK BUTTE MOBILE H.P.,GLENN,ORLAND,95963,148,49.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
640,1100413,COUNTRY LEISURE MOBILE ESTATES,GLENN,RIO VISTA,94571,40,33.0,6,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
641,1100436,ORLAND OAKS MHP,GLENN,SACRAMENTO,95835-2808,186,83.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
642,1100444,ORLAND ESTATES MOBILE H.P.,GLENN,SANTA CLARITA,91380,280,74.0,13,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
643,1100445,ORLAND MOBILE H.P.,GLENN,EL DORADO HILLS,95762,178,54.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
644,1100452,SHADY OAKS TRAILER PARK,GLENN,ROSEVILLE,95747,57,58.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
645,1100616,ELK CREEK COMMUNITY S.D.,GLENN,ELK CREEK,95939,191,90.0,16,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
646,1100711,BUTTE CITY COMMUNITY S.D.,GLENN,BUTTE CITY,95920,75,48.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
647,1110001,CITY OF ORLAND,GLENN,ORLAND,95963,7932,2559.0,27,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
648,1110002,CAL-WATER SERVICE CO.-HAMILTON CITY,GLENN,SAN JOSE,95112-4508,2580,577.0,37,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
649,1110003,CAL-WATER SERVICE CO.-WILLOWS,GLENN,CHICO,95928,7140,2325.0,229,13.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
650,1200501,ALDERPOINT COUNTY WATER,HUMBOLDT,ALDERPOINT,95511,219,79.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
651,1200518,RIVERSIDE CSD,HUMBOLDT, , ,293,99.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
652,1200522,WHITETHORN ELEMENTARY SCHOOL,HUMBOLDT,MIRANDA,95553,120,1.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
653,1200538,MYERS FLAT M.W.S. INC.,HUMBOLDT,MYERS FLAT,95554,400,102.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
654,1200541,PHILLIPSVILLE C.S.D.,HUMBOLDT,PHILLIPSVILLE,95559,300,66.0,4,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
655,1200544,REDCREST WATER WORKS,HUMBOLDT,REDCREST,95569,100,35.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
656,1200547,MILL CREEK M.W.C.,HUMBOLDT,FORTUNA,95540,65,36.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
657,1200553,WEOTT C.S.D.,HUMBOLDT,WEOTT,95571,364,128.0,4,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
658,1200566,ORLEANS MUTUAL WATER CO.,HUMBOLDT,ORLEANS,95556,85,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
659,1200579,M.F. MITCHELL & COMPANY,HUMBOLDT,CARLOTTA,95528,33,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
660,1200587,BRICELAND C.S.D.,HUMBOLDT,REDWAY,95560,75,26.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
661,1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,HUMBOLDT,REDDING,96002,60,1.0,5,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
662,1200590,MOONSTONE HEIGHTS MWA,HUMBOLDT,TRINIDAD,95570,31,14.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
663,1200591,BIG LAGOON PARK WATER CO.,HUMBOLDT,EUREKA,95501,70,76.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
664,1200592,BIG LAGOON CSD,HUMBOLDT,TRINIDAD,95570,109,1.0,14,10.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
665,1200643,BEACH CREEK MOBILE HOME PARK,HUMBOLDT,REDDING,96002,67,24.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
666,1200671,BENBOW-DEL ORO W.C.,HUMBOLDT,CHICO,95927,150,135.0,8,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
667,1200684,MATTOLE ELEMENTARY SCHOOL,HUMBOLDT,PETROLIA,95558,100,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
668,1200689,HONEYDEW COUNTRY STORE,HUMBOLDT,HONEYDEW,95545,75,3.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
669,1200698,MOBILE ESTATES  FN,HUMBOLDT,PALOS VERDES PENINSULA,90274,120,66.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
670,1200701,ORICK C.S.D.,HUMBOLDT,ORICK,95555,450,5.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
671,1200706,TRINIDAD EXTENDED STAY RV,HUMBOLDT,REDDING,96002,130,72.0,9,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
672,1200707,MIRANDA C.S.D.,HUMBOLDT,MIRANDA,95553,600,142.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
673,1200710,VIEW CREST LODGE,HUMBOLDT,TRINIDAD,95570,60,30.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
674,1200711,YELLOW ROSE,HUMBOLDT,FERNDALE,95536,30,1.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
675,1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,HUMBOLDT,KORBEL,95550,250,1.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
676,1200718,WADDINGTON W.W.,HUMBOLDT,FERNDALE,95536,75,24.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
677,1200728,SOUNDS OF THE SEAS W. S.,HUMBOLDT,TRINIDAD,95570,104,14.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
678,1200776,A W WAY - HUMBOLDT CO. PARKS,HUMBOLDT,EUREKA,95501,300,1.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
679,1206004,PALMER CREEK CSD,HUMBOLDT,FORTUNA,95540,320,131.0,5,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
680,1206005,BIG LAGOON - HUMBOLDT CO. PARKS,HUMBOLDT,EUREKA,95501,300,6.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
681,1206012,WHITETHORN CONSTRUCTION,HUMBOLDT,WHITETHORN,95589,45,15.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
682,1206013,ELK COUNTRY RV RESORT AND CAMPGROUND,HUMBOLDT,SPARKS,89435,51,30.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
683,1210001,"ARCATA, CITY OF",HUMBOLDT,ARCATA,95521,19077,70.0,4,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
684,1210006,"FORTUNA, CITY OF",HUMBOLDT,FORTUNA,95540,11649,4377.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
685,1210007,DEL ORO WATER CO-FERNDALE,HUMBOLDT,CHICO,95927,1998,747.0,6,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
686,1210008,GARBERVILLE SANITARY DISTRICT,HUMBOLDT,GARBERVILLE,95542,1500,442.0,9,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
687,1210009,HUMBOLDT C.S.D.,HUMBOLDT,CUTTEN,95534,24885,263.0,16,12.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
688,1210010,SCOTIA CSD,HUMBOLDT,SCOTIA,95565,850,308.0,3,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
689,1210011,REDWAY C.S.D.,HUMBOLDT,REDWAY,95560,1500,687.0,4,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
690,1210012,"RIO DELL, CITY OF",HUMBOLDT,RIO DELL,95562,3174,1233.0,4,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
691,1210015,WILLOW CREEK C.S.D.,HUMBOLDT,WILLOW CREEK,95573,1710,867.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
692,1210018,"TRINIDAD, CITY OF",HUMBOLDT,TRINIDAD,95570,1000,325.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
693,1210019,HYDESVILLE CO. W.D.,HUMBOLDT,HYDESVILLE,95547,1409,424.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
694,1210022,RESORT IMPROVEMENT DISTRICT #1,HUMBOLDT,WHITETHORN,95589,1500,620.0,77,46.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),4.0
695,1210023,LOLETA C.S.D.,HUMBOLDT,LOLETA,95551,750,1.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
696,1210024,WESTHAVEN C.S.D.,HUMBOLDT,TRINIDAD,95570,490,2.0,18,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
697,1210314,HIDDEN SPRINGS CG-STATE PARKS,HUMBOLDT,WEOTT,95571,350,1.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
698,1210319,PATRICK'S POINT SP-STATE PARKS,HUMBOLDT,CRESCENT CITY,95531,1000,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
699,1210321,STONE LAGOON-STATE PARKS,HUMBOLDT,CRESCENT CITY,95531,400,1.0,3,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
700,1210800,CAL FIRE-EEL RIVER CONSERVATION CAMP,HUMBOLDT,WEOTT,95571,180,1.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
701,1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,HUMBOLDT,WEOTT,95571,130,1.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
702,1300018,GATEWAY,IMPERIAL,EL CENTRO,92243,1800,22.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
703,1300517,U.S. GYPSUM CO,IMPERIAL,EL CENTRO,92244,200,1.0,15,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
704,1300549,IMPERIAL VALLEY COLLEGE,IMPERIAL,IMPERIAL,92251,7900,1.0,6,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
705,1300553,MAGNOLIA UNION SCHOOL,IMPERIAL,BRAWLEY,92227,142,1.0,5,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
706,1300554,MEADOWS UNION ELEMENTARY SCHOOL,IMPERIAL,EL CENTRO,92243,550,1.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
707,1300555,MITCHELLS CAMP FAMILY ASSOC.,IMPERIAL,PALO VERDE,92266,175,70.0,1,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
708,1300556,MULBERRY UNION SCHOOL,IMPERIAL,BRAWLEY,92227,85,2.0,6,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
709,1300560,PINE UNION SCHOOL,IMPERIAL,HOLTVILLE,92250,217,1.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
710,1300579,MCCABE UNION SCHOOL,IMPERIAL,HOLTVILLE,92250,1350,1.0,6,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
711,1300588,IID VILLAGE,IMPERIAL,IMPERIAL,92251,30,20.0,17,4.0,Lead (Pb),0.0,Arsenic,1.0,Iron (Fe),2.0
712,1300591,IID DROP FOUR,IMPERIAL,IMPERIAL,92251,28,8.0,6,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
713,1300616,PALO VERDE COUNTY WATER DIST.,IMPERIAL, ,,410,134.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
714,1300622,SPORTSMANS PARADISE,IMPERIAL,BLYTHE,92226,60,30.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
715,1300637,CALENERGY (SALTON SEA UNIT NO III),IMPERIAL,CALIPATRIA,92233,30,1.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
716,1300638,CALENERGY (VULCAN POWER PLANT),IMPERIAL,CALIPATRIA,92233,87,1.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
717,1300643,MESQUITE MINES INC.,IMPERIAL,BRAWLEY,92227,285,1.0,21,8.0,Lead (Pb),2.0,Arsenic,0.0,Iron (Fe),0.0
718,1300668,ALLIED WASTE OF IMPERIAL VALLEY,IMPERIAL,IMPERIAL,92251,45,1.0,5,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
719,1310001,"BRAWLEY, CITY OF",IMPERIAL,BRAWLEY,92227,26273,7.0,6,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
720,1310002,"CALEXICO, CITY OF",IMPERIAL,CALEXICO,92231,40211,3.0,12,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
721,1310003,GSWC-CALIPATRIA,IMPERIAL,APPLE VALLEY,92308,4438,1158.0,72,65.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),12.0
722,1310004,"EL CENTRO, CITY OF",IMPERIAL,EL CENTRO,92243,46315,197.0,22,14.0,Lead (Pb),2.0,Arsenic,0.0,Iron (Fe),4.0
723,1310005,"HOLTVILLE, CITY OF",IMPERIAL,HOLTVILLE,92250,6032,150.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
724,1310006,"IMPERIAL, CITY OF",IMPERIAL,IMPERIAL,92251,19372,53.0,7,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
725,1310007,HEBER PUBLIC UTILITY DISTRICT,IMPERIAL,HEBER,92249,6979,33.0,12,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),2.0
726,1310008,"WESTMORLAND, CITY OF",IMPERIAL,WESTMORLAND,92281,2444,501.0,6,5.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
727,1310011,COACHELLA VWD: I.D. NO. 11,IMPERIAL,PALM DESERT,92211,7400,2755.0,18,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
728,1310013,SEELEY CWD,IMPERIAL,SEELEY,92273,2124,449.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),1.0
729,1310014,IMPERIAL IRRIGATION DISTRICT,IMPERIAL,IMPERIAL,92251,24,1.0,125,80.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),8.0
730,1310300,PICACHO STATE RESERVATION AREA,IMPERIAL,BORREGO SPRINGS,92004,148,4.0,97,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
731,1400002,STARLITE COMMUNITY SERVICE DISTRICT,INYO,BISHOP,93514,175,65.0,11,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
732,1400004,CHARLES BROWN WATER COMPANY,INYO,SHOSHONE,92384,242,40.0,34,10.0,Lead (Pb),0.0,Arsenic,4.0,Iron (Fe),0.0
733,1400005,OWENS VALLEY WATER COMPANY,INYO,LOS ANGELES,90069,300,111.0,5,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
734,1400006,PINE CREEK VILLAGE,INYO,MAMMOTH LAKES,93546,350,89.0,10,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
735,1400007,SIERRA HIGHLAND CSD,INYO,BISHOP,93515,600,215.0,15,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
736,1400010,"ROLLING GREEN UTILITIES, INC.",INYO,BIG PINE,93513,800,285.0,8,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
737,1400014,BISHOP COUNTRY CLUB,INYO,BISHOP,93515,400,10.0,8,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
738,1400019,ROUND VALLEY SCHOOL,INYO,BISHOP,93514,170,2.0,6,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
739,1400020,ABERDEEN WATER SYSTEM,INYO,INDEPENDENCE,93526,23,75.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
740,1400025,VALLEY VISTA MUTUAL WATER COMPANY,INYO,BISHOP,93515,70,25.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
741,1400026,RAWSON CREEK MUTUAL WATER COMPANY,INYO,BISHOP,93514,90,40.0,5,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
742,1400027,CARTAGO MUTUAL WATER COMPANY,INYO,OLANCHA,93549,132,40.0,7,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
743,1400030,GLENWOOD MOBILE ESTATES,INYO,LOS ANGELES,90034,300,167.0,8,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
744,1400031,RANCH ROAD ESTATES MUTUAL WATER COMPANY,INYO,BISHOP,93514,65,27.0,3,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
745,1400034,KEOUGH'S HOT SPRINGS,INYO,BISHOP,93514,75,21.0,4,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
746,1400036,KEELER COMMUNITY SERVICE DISTRICT,INYO,KEELER,93530,50,67.0,32,31.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),0.0
747,1400037,FOOTHILL MOBILE HOME PARK,INYO,VALLEY CENER,92082,60,48.0,33,20.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
748,1400045,PRIMROSE LANE APARTMENTS,INYO,,,52,26.0,2,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
749,1400055,EASTERN SIERRA REGIONAL AIRPORT,INYO,INDEPENDENCE,93526,50,5.0,4,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
750,1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,INYO,MAMMOTH LAKES,93546,130,21.0,1,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
751,1400059,BROOKSIDE MOBILE HOME PARK,INYO,SEMI VALLEY,93065,136,45.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
752,1400064,BERNASCONI EDUCATION CENTER,INYO,INDEPENDENCE,93526,244,15.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
753,1400068,DEEP SPRINGS COLLEGE,INYO,DYER,89010,40,16.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
754,1400070,SIERRA GRANDE ESTATES MUTUAL WATER CO.,INYO,BISHOP,93515,200,49.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
755,1400072,NORTH LONE PINE MUTUAL WATER COMPANY,INYO,LONE PINE,93545,70,33.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
756,1400078,SCE BISHOP CREEK PLANT 4,INYO,BISHOP,93514,38,15.0,2,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
757,1400098,DARWIN COMMUNITY SERVICE DISTRICT,INYO,DARWIN,93522,60,63.0,3,2.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
758,1400099,MOUNTAIN VIEW TRAILER COURT,INYO,LOS ANGELES,90012,53,24.0,4,3.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
759,1400102,LAWS TOWN LADWP,INYO,LOS ANGELES,90012,40,2.0,12,6.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
760,1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,INYO,BISHOP,93514,35,16.0,6,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
761,1400110,PARK WEST MUTUAL WATER COMPANY,INYO,BISHOP,93514,200,67.0,20,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
762,1400111,MEADOWCREEK MUTUAL WATER COMPANY,INYO,BISHOP,93514,764,9.0,35,11.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
763,1400135,WILSON CIRCLE MUTUAL WATER COMPANY,INYO,BISHOP,93515,129,46.0,9,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
764,1400144,SUNLAND VILLAGE MOBILE HOME PARK,INYO,MAMMOTH LAKES,93546,42,26.0,4,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
765,1400155,CONTROL GORGE POWER PLANT,INYO,LOS ANGELES,90051,47,2.0,126,87.0,Lead (Pb),0.0,Arsenic,12.0,Iron (Fe),0.0
766,1400503,BIRD INDUSTRIAL COMPLEX,INYO,BISHOP,93514,45,8.0,2,0.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
767,1400511,MEADOW LAKE APARTMENTS,INYO,VENTURA,93006,35,16.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
768,1400518,VAN LOON WATER ASSOCIATION,INYO,BISHOP,93514,30,15.0,3,1.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
769,1400521,CR BRIGGS,INYO,TRONA,93562,20,5.0,9,9.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
770,1400522,PALISADE GLACIER HIGH SCHOOL,INYO,BIG PINE,93513,244,7.0,7,4.0,Lead (Pb),1.0,Arsenic,0.0,Iron (Fe),1.0
771,1400526,EASTERN SIERRA COLLEGE CENTER - BISHOP,INYO,BISHOP,93514,280,1.0,27,12.0,Lead (Pb),0.0,Arsenic,3.0,Iron (Fe),0.0
772,1400527,KEELER YARD LADWP,INYO,LOS ANGELES,90051,85,2.0,114,84.0,Lead (Pb),0.0,Arsenic,13.0,Iron (Fe),0.0
773,1400528,CRYSTAL GEYSER BOTTLING PLANT,INYO,OLANCHA,93549,100,2.0,235,64.0,Lead (Pb),0.0,Arsenic,13.0,Iron (Fe),0.0
774,1410001,"BISHOP, CITY OF",INYO,BISHOP,93515,3879,307.0,9,7.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
775,1410002,LADWP - INDEPENDENCE,INYO,BISHOP,93514,0,2.0,12,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
776,1410003,LADWP - LONE PINE,INYO,BISHOP,93514,1967,2.0,8,4.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
777,1410004,LADWP - BIG PINE,INYO,BISHOP,93514,0,2.0,15,8.0,Lead (Pb),0.0,Arsenic,0.0,Iron (Fe),0.0
